Lat,Lng,Max Temp,Humidity,Cloudiness, Wind Speed,Country,Date
abhar,-25.5833,289.42,84,1645002060,PT,5.14
lebu,130.9889,309.25,16,1645002061,AU,4.44
zacatecoluca,150.8,253.7,78,1645002061,RU,5.35
tawkar,30.7792,290.37,38,1645001494,EG,7.63
labuhan,-156.47,295.84,81,1645001778,US,1.79
borlange,23.0826,276.45,90,1645001950,EE,8.77
lagos,-171.8578,298.03,74,1645002062,WS,3.02
prien,-6.6363,301.3,76,1645002063,CI,2.67
candido de abreu,15.626,273.83,96,1645002063,SE,2.4
hamilton,121.0167,303.35,68,1645002063,PH,6.01
san patricio,141.9667,290.89,72,1645002064,AU,4.97
marzuq,114.5636,281.72,83,1645002065,CN,1.21
kaitangata,-65.7125,236.38,96,1645002065,CA,1.39
turayf,-53.1147,262.66,58,1645002065,CA,11.96
sioux lookout,-105.2,293.28,85,1645002066,MX,0.45
monrovia,131.1683,246.36,98,1645002066,RU,0.89
voloshka,108.7026,282.21,48,1645002067,CN,4.58
kuytun,145.575,269.92,70,1645002127,JP,7.56
muros,125.2833,290.07,94,1645002128,JP,9.77
nishihara,-51.995,294.89,100,1645002128,BR,0.69
kaeo,73,300.52,68,1645002129,MV,2.01
kodinsk,167.6833,283.67,86,1645002129,NZ,0.56
wanning,15.1594,298.91,61,1645002130,NA,7.71
sola,86.1469,275.95,43,1645002130,CN,8.18
ponta delgada,143.2,240.24,89,1645002130,RU,0.27
castro,23.8833,301.85,36,1645002131,BW,5.82
lompoc,48.4845,302.34,19,1645002131,SO,5.21
victoria,-85.5699,285.32,80,1645002132,US,2.24
te anau,41.6925,302.67,53,1645002132,ER,4.89
mar del plata,-118.8361,258.01,92,1645002132,CA,1.4
abancay,133.385,236.54,100,1645002133,RU,0.45
peqin,31.0419,297.57,73,1645002133,TZ,1.79
alice springs,-94.4337,261.36,84,1645002056,CA,3.58
rabo de peixe,-53.7583,294.47,95,1645002134,BR,0.14
yulara,46.8311,274.59,74,1645002134,RU,1.03
magadan,0.4271,288.84,45,1645002135,ES,2.01
matay,-2.5,279.03,68,1645002135,ES,2.14
kahului,175.5153,289.51,92,1645002136,NZ,2.31
orissaare,14.9667,292.85,69,1645002136,NA,2.26
lotofaga,111.9753,253.14,92,1645002136,RU,1.29
san-pedro,106.1045,304.24,78,1645002137,ID,0.81
falun,-53.8069,288.39,81,1645002137,BR,2.2
san pedro,34.7431,301.88,80,1645002138,MZ,3.41
codrington,127.479,256.9,91,1645002138,CN,3.53
yining,-85.1999,282.99,75,1645002139,US,2.25
pangnirtung,152.15,297.18,77,1645002139,AU,0.89
bonavista,119.9045,300.72,73,1645002139,PH,3.83
ixtapa,57.1869,269.03,87,1645002140,KZ,3.99
borogontsy,-8.3327,284.84,83,1645002140,PT,0.59
xianyang,-40.2925,295.9,97,1645002141,BR,2.43
nhulunbuy,-73.3579,273.01,67,1645002141,US,1.54
nemuro,-57.76,294.22,99,1645002142,BR,1.19
hirara,34.7578,279.89,53,1645002142,UA,2.25
sao felix do xingu,102.5998,301.47,70,1645002142,TH,4.07
sentyabrskiy,-109.9124,293.43,42,1645002143,MX,2.68
ugoofaaru,-102.2,296.31,85,1645002003,MX,1.44
tuatapere,175.7,290.38,80,1645002144,NZ,3.33
luderitz,170.5036,284.71,74,1645002144,NZ,1.86
korla,29.6536,281.96,71,1645001897,RO,7.42
ust-nera,97.5228,261.36,77,1645002145,RU,3.36
sekoma,-77.9333,291.66,95,1645002145,EC,1.35
garowe,81.4808,304.66,41,1645002146,LK,4.91
callaway,-77.0636,294.12,72,1645002146,BS,11.37
edd,98.6348,302.39,69,1645002146,TH,1.96
spirit river,143.6268,300.42,83,1645002147,PG,3.79
verkhoyansk,139.5,306.02,33,1645002147,AU,4.63
nguruka,-78.0167,298.26,86,1645002148,PA,6.71
kenora,119.7824,300.13,73,1645002148,PH,5.82
guiratinga,103.3996,301.72,73,1645002149,MY,2.97
nizhniy baskunchak,95.7,303.12,14,1645002149,MM,1.99
benicarlo,33.6136,274.53,70,1645002150,TR,2.39
la rioja,63.0231,267.35,87,1645002150,RU,1.92
waipawa,-72.4167,285.46,86,1645002150,CL,2.64
arandis,-59.4307,294.73,52,1645002151,AR,3.77
kyra,75.2418,258.04,87,1645002151,RU,2
karaton,-61.7463,296.87,75,1645002212,GP,7.13
santa maria,-4.4333,302.23,19,1645002212,CI,1.31
dondo,-72.2333,282.56,88,1645002213,CL,1.09
songjianghe,25.8125,277.55,72,1645002213,UA,3.36
russell,13.84,297.76,61,1645002214,NA,4.75
nelson bay,-81.7165,271.99,76,1645002214,CA,11.1
palauig,131.3667,277.46,60,1645002214,JP,5.66
shubarshi,-9.2372,286.22,63,1645002215,MA,6.98
lata,153.6167,297.12,76,1645002215,AU,2.36
vila velha,31.8996,272.01,93,1645002216,RU,5.29
westport,38.1333,296.72,24,1645002216,ET,2.1
urucara,72.8944,300.73,72,1645002217,MV,4.61
zhelyabovka,1.0114,293.3,17,1645002217,ML,6.22
phon,59.6143,280.97,31,1645002217,TM,3.15
cabo san lucas,77.5889,252.14,92,1645002218,RU,1.19
lazaro cardenas,129.4833,285.37,59,1645002218,JP,6.54
whitianga,-84.4777,282.03,45,1645001993,US,0.45
dunedin,19.3034,279.12,100,1645002219,SK,1.69
sulina,135.4833,298.29,91,1645002219,ID,0.8
kungurtug,141.6739,267.92,85,1645002220,JP,11.04
palora,27.8492,272.1,93,1645002220,NO,1.03
wattegama,1.6,285.1,93,1645002221,FR,6.17
marsh harbour,45.064,301.08,18,1645002221,SO,1.13
ranong,119.9327,251.73,97,1645002221,RU,0.18
wewak,-82.9988,279.42,62,1645002222,US,5.66
mount isa,31.1107,271.14,93,1645002222,NO,5.14
ailigandi,-17.9182,289.01,73,1645002223,ES,4.92
aloleng,-73.0821,273.12,58,1645001962,US,3.96
pekan,-60.6733,298.14,78,1645001926,BR,3.6
umzimvubu,29.7333,274.19,90,1645002224,BY,4.07
shwebo,27.85,299.41,42,1645002224,ZA,5.31
keskin,-111.6513,275.96,59,1645002009,US,1.9
agirish,-74.5496,272.53,69,1645002225,US,1.29
constitucion,134.2667,302.02,69,1645002226,AU,3.64
mercedes,41.4721,282.4,56,1645002226,GE,1.66
muromtsevo,-34.9075,298.64,72,1645002227,BR,2.42
vestmanna,108.3492,255.63,94,1645002227,RU,0.53
baillif,18.9667,300.4,33,1645002228,NA,5.99
dabakala,-71.3436,289,88,1645002228,CL,0
vilcun,-91.641,287.08,50,1645002229,US,4.63
olyka,10.3,271.52,88,1645002229,NO,1.19
wahran,128.8419,278.56,63,1645002229,JP,13.5
opuwo,31.5021,290.84,34,1645002230,EG,5.61
goderich,78.3667,252.27,96,1645002230,RU,3.15
nichinan,18.555,310.65,15,1645002203,CF,1.29
asfi,150.4667,299.69,74,1645002231,AU,6.61
byron bay,-50.5969,293.86,94,1645002231,BR,0.51
sobolevo,104.0833,299.6,89,1645002232,ID,2.21
dejen,44.1277,298.63,21,1645002232,SA,2.24
kudahuvadhoo,-113.3019,268.73,93,1645002023,CA,5.02
tessalit,15.0667,292.99,68,1645002233,AO,0.9
kaka,-50.2056,293.89,83,1645002233,BR,4.19
strezhevoy,122.6711,301.1,68,1645002234,PH,4.25
naze,37.2685,295.77,45,1645002234,SA,5.54
lexington,16.4484,278.14,75,1645002234,SE,6.05
dolny kubin,-59.5333,298.2,73,1645002235,BB,10.8
nabire,-61.6167,298.92,77,1645002235,GD,10.26
wakkanai,91.6419,260.51,68,1645002296,MN,0.25
mehamn,25.1361,307.8,9,1645002296,CF,2.09
berck,-116.1262,272.29,86,1645002297,US,2.57
odweyne,18.957,263.92,92,1645002298,NO,1.03
tupik,-46.05,257.27,85,1645002298,GL,2.18
columbus,82.6167,302.82,28,1645002299,IN,5.12
vardo,-72.0662,277.53,98,1645002107,CL,2.99
los llanos de aridane,-53.6735,252.88,97,1645002299,GL,5.75
sayville,-68.2039,261.43,82,1645002173,US,0
boa vista,122.95,301.31,65,1645002300,PH,5.87
svetlogorsk,114.1111,274.08,35,1645002300,CN,3.11
elliot,74.523,254.92,91,1645002301,RU,5.07
kamenskoye,10,302.16,69,1645002302,GA,1.95
flagstaff,17.9442,292.68,79,1645002302,ZA,10.89
somerset,-65.4117,290.69,85,1645002039,AR,1.45
maningrida,-46.3694,293.05,88,1645002241,BR,0.81
ochamchira,100.5792,259.68,90,1645002303,RU,0.48
conde,-68.5914,239.99,72,1645002197,CA,2.05
alekseyevsk,-70.0995,269.8,60,1645002304,US,0
amderma,-15.8333,298.42,44,1645002305,GW,6.61
gobabis,-52.5817,295.28,98,1645002305,BR,0.83
coquimbo,92.0667,250.2,92,1645002306,MN,1.86
batesville,-122.3917,284.02,52,1645002262,US,5.14
lundamo,-51.7216,258.49,72,1645002050,GL,5.14
fukue,-10.0711,290.69,18,1645002306,MR,8.25
tahta,142.9478,262.83,93,1645002307,RU,8.07
urengoy,-66.7667,280.52,82,1645002307,BO,3.11
bangui,141.2906,299.6,85,1645002308,PG,0.55
ulladulla,-81.7826,294.26,83,1645002308,US,3.6
santa helena de goias,90.2201,296.93,29,1645002309,IN,3.06
simpang,-79.5458,294.66,84,1645002309,CU,9.77
najran,-135.0538,264.83,97,1645002309,CA,1.08
cardston,150.8552,297.71,73,1645002310,AU,6.71
caconda,-70.6483,291.96,73,1645002246,CL,2.06
cidreira,165.677,298.12,83,1645002310,NC,4.57
dingle,118.7833,259.84,61,1645002311,CN,4.02
umm lajj,70.8333,253.87,97,1645002312,RU,5.01
oskarshamn,113.2792,253.74,89,1645002312,MN,2.18
oistins,-37.2644,293.64,83,1645002313,BR,2.24
grenville,94.7667,297.16,26,1645002313,IN,1.32
hokitika,-3.296,276.29,80,1645002314,GB,1.14
hovd,29.25,301.03,10,1645002314,SD,8.42
zemio,47.0474,278.91,50,1645002315,RU,4.47
ada,57.6608,302.8,67,1645002315,MU,4.47
falealupo,35.7308,298.37,25,1645002316,KE,4.54
tromso,-113.2899,282.43,51,1645002316,US,3.16
bolungarvik,-113.7928,272.2,74,1645002316,US,7.72
narsaq,-62.0736,297.8,47,1645002317,AR,7.93
narsipatnam,50.2788,302.17,70,1645002317,MG,4
coihaique,20.3314,275.18,100,1645002318,RS,0.1
sisimiut,110.2833,301.37,77,1645002318,ID,4.29
bar harbor,57.5281,262.36,90,1645002319,RU,5.75
bacolod,16.5425,282.75,74,1645002319,HR,1.09
hecun,135.8833,259.24,98,1645002320,RU,1.2
muravlenko,-108.2847,251.15,97,1645002155,CA,3.18
gamba,33.4131,272.81,87,1645002380,TR,3.19
saldanha,12.9164,298.06,9,1645002381,NE,5.35
salta,125.5072,300.01,68,1645002381,PH,3.64
posse,-75.8749,269.94,81,1645002382,US,2.06
tulun,33.6442,302.49,64,1645002382,MZ,5.57
clyde river,-99.8901,297.05,88,1645002341,MX,0
gurskoye,122.4989,301.46,78,1645002383,ID,1.22
nantucket,-75.978,278.15,75,1645002383,US,3.09
bubaque,150.7333,300.03,84,1645002384,AU,8.6
almeirim,-77.7667,294.13,72,1645002195,BS,11.38
ulaangom,179.3167,249.47,93,1645002384,RU,7.28
redding,-8.8571,286.66,94,1645002385,PT,3.7
nuuk,-13.8627,291.01,72,1645002385,ES,9.26
adrar,114.8794,248.02,98,1645002385,RU,0.5
okha,101.7667,273.68,36,1645002386,CN,1.28
challapata,8.8879,299.51,8,1645002386,NE,6.49
kiunga,118.5667,309.18,52,1645002387,AU,6.69
key west,54.0924,300.2,50,1645002387,OM,7.2
tura,61.8383,288.76,25,1645002387,AF,6.96
remedios,40.2064,289.43,28,1645002388,SA,1.78
whitehorse,103.6372,306.41,46,1645002388,ID,0.72
flinders,17.691,298.08,54,1645002389,AO,2.54
santiago,-63.5,294.47,77,1645002389,BO,2.62
moindou,15.05,305.28,22,1645002390,CM,1.82
mujiayingzi,-4,279.34,77,1645002390,ES,3.13
yar-sale,122.2653,258.1,90,1645002391,CN,2.35
baruun-urt,-72.7111,294.16,84,1645002391,PE,2.52
sertania,115.7667,310.34,57,1645002391,AU,6.83
along,9.2618,302.09,69,1645002392,GA,2.75
stromness,26.5969,290.66,95,1645002392,CD,0.84
yanan,76.6625,256.07,92,1645002393,RU,2.41
abu zabad,-121.4238,286.53,41,1645002393,US,6.69
zenzeli,26.5406,275.75,92,1645002393,EE,5.23
grand gaube,131.1453,258.18,91,1645002394,CN,1.83
eldama ravine,42.4509,292.44,35,1645002395,SA,4.25
hurricane,81.1185,305.34,51,1645002395,LK,2.57
burley,32.5,272.86,88,1645002395,TR,2.16
punta alta,115.7,309.34,60,1645002396,AU,7.79
antalaha,152.665,295.47,77,1645002396,AU,2.87
tutin,143.5544,301.9,26,1645002397,AU,7.28
bambanglipuro,-115.5012,268.51,77,1645002397,US,2.68
usinsk,-72.1634,294.8,67,1645002398,CO,1.83
krizevci,15.9333,299.67,49,1645002398,NA,3.93
wulanhaote,-113.5841,283.5,44,1645002218,US,4.63
vostok,143.2326,258.24,90,1645002399,RU,5.27
bargal,-171.5986,297.03,74,1645002399,WS,3.58
santa cruz,-103.6833,293.49,69,1645002400,MX,1.59
north battleford,49.6545,264.23,88,1645002400,RU,3.39
eskil,-71.744,297.01,60,1645002401,DO,1.36
bilma,93.45,273.16,77,1645002401,CN,0.08
san policarpo,-4.8956,297.64,12,1645002401,ML,5.4
chester,-86.1758,284.18,54,1645002402,US,7.82
xai-xai,163.0719,252.65,81,1645002402,RU,3.25
acapulco,43.6782,290.84,33,1645002403,IQ,4.92
kendari,37.0213,298.36,27,1645002403,KE,4.01
virginia beach,64.6311,267.07,92,1645002464,KZ,6.19
yeppoon,15.9477,289.32,34,1645002464,LY,5.37
andros town,115.0447,264.23,65,1645002465,CN,0.95
beringovskiy,-79.1078,295.31,70,1645002466,PE,1.79
areosa,97.2,276.14,31,1645002466,CN,5.54
puerto del rosario,128.1814,301.3,75,1645002467,ID,3.64
taksimo,-100.4995,287.74,67,1645002467,US,5.54
xining,85.1167,296.11,46,1645002468,IN,3.09
tanout,18.705,276.52,97,1645002468,SE,4.79
port hedland,67.7975,254.49,99,1645002469,RU,1.12
salalah,-76.9013,277.14,87,1645002470,US,0.45
mirabad,-36.4344,298.46,79,1645002470,BR,2.38
sakakah,8.1294,278.31,93,1645002397,DK,4.63
payo,46.1167,301.22,54,1645002471,MG,6.18
menongue,29.1833,263.17,79,1645002472,FI,2.06
villamontes,4.8125,285.16,92,1645002472,NL,12.86
yirol,-48.2447,298.04,99,1645002473,BR,1.18
yokadouma,67.25,281.05,32,1645002473,AF,7.57
